ID,customerNo,customerName,email,phone,city,tier,lifetimeRevenue,totalOrders,lastTierUpdate,region_ID
C0273,CUS00273,Pioneer Industries,customer273@gmail.com,9910493376,Mumbai,Bronze,0,0,,R005
C0274,CUS00274,Blue Foods,customer274@gmail.com,9415708717,Mumbai,Bronze,0,0,,R008
C0275,CUS00275,Pioneer Systems,customer275@gmail.com,9227626312,Hyderabad,Bronze,0,0,,R003
C0276,CUS00276,Future Industries,customer276@gmail.com,9121250510,Dubai,Bronze,0,0,,R006
C0277,CUS00277,Prime Enterprises,customer277@gmail.com,9859691843,Pune,Bronze,0,0,,R005
C0278,CUS00278,NextGen Systems,customer278@gmail.com,9864453238,Kolkata,Bronze,0,0,,R007
C0279,CUS00279,Vision Retail,customer279@gmail.com,9626690770,Dubai,Bronze,0,0,,R005
C0280,CUS00280,Green Solutions,customer280@gmail.com,9857020767,Kolkata,Bronze,0,0,,R006
C0281,CUS00281,NextGen Traders,customer281@gmail.com,9710571920,Chennai,Bronze,0,0,,R001
C0282,CUS00282,Smart Corporation,customer282@gmail.com,9459418120,Kolkata,Bronze,0,0,,R003
C0283,CUS00283,Pioneer Industries,customer283@gmail.com,9858606179,Bangalore,Bronze,0,0,,R007
C0284,CUS00284,Tech Corporation,customer284@gmail.com,9346880720,New York,Bronze,0,0,,R006
C0285,CUS00285,ABC Corporation,customer285@gmail.com,9210108538,Berlin,Bronze,0,0,,R001
C0286,CUS00286,Vertex Traders,customer286@gmail.com,9572759480,Berlin,Bronze,0,0,,R003
C0287,CUS00287,Global Enterprises,customer287@gmail.com,9406178559,Hyderabad,Bronze,0,0,,R003
C0288,CUS00288,Tech Enterprises,customer288@gmail.com,9557339061,Bangalore,Bronze,0,0,,R005
C0289,CUS00289,NextGen Technologies,customer289@gmail.com,9563267135,Mumbai,Bronze,0,0,,R004
C0290,CUS00290,Future Enterprises,customer290@gmail.com,9318995206,Chennai,Bronze,0,0,,R001
C0291,CUS00291,Pioneer Foods,customer291@gmail.com,9612093920,Kolkata,Bronze,0,0,,R003
C0292,CUS00292,United Retail,customer292@gmail.com,9826220397,Ahmedabad,Bronze,0,0,,R007
C0293,CUS00293,United Industries,customer293@gmail.com,9257966549,Berlin,Bronze,0,0,,R002
C0294,CUS00294,United Solutions,customer294@gmail.com,9345588536,Kolkata,Bronze,0,0,,R008
C0295,CUS00295,NextGen Enterprises,customer295@gmail.com,9847942221,Dubai,Bronze,0,0,,R007
C0296,CUS00296,ABC Retail,customer296@gmail.com,9385990196,Delhi,Bronze,0,0,,R007
C0297,CUS00297,Vision Retail,customer297@gmail.com,9796277481,Bangalore,Bronze,0,0,,R005
C0298,CUS00298,Pioneer Electronics,customer298@gmail.com,9280503268,Mumbai,Bronze,0,0,,R001
C0299,CUS00299,Global Industries,customer299@gmail.com,9333287791,Mumbai,Bronze,0,0,,R006
C0300,CUS00300,Tech Solutions,customer300@gmail.com,9846044753,Delhi,Bronze,0,0,,R005
C0301,CUS00301,NextGen Electronics,customer301@gmail.com,9282315862,Berlin,Bronze,0,0,,R007
C0302,CUS00302,Pioneer Foods,customer302@gmail.com,9259548843,Pune,Bronze,0,0,,R006
C0303,CUS00303,Apex Traders,customer303@gmail.com,9875615144,Dubai,Bronze,0,0,,R001
C0304,CUS00304,ABC Systems,customer304@gmail.com,9543889789,Chennai,Bronze,0,0,,R005
C0305,CUS00305,Green Foods,customer305@gmail.com,9760048462,Delhi,Bronze,0,0,,R004
C0306,CUS00306,Vision Retail,customer306@gmail.com,9432010884,Berlin,Bronze,0,0,,R002
C0307,CUS00307,Smart Retail,customer307@gmail.com,9369256361,Pune,Bronze,0,0,,R001
C0308,CUS00308,NextGen Electronics,customer308@gmail.com,9295182375,New York,Bronze,0,0,,R003
C0309,CUS00309,Future Retail,customer309@gmail.com,9809265078,Berlin,Bronze,0,0,,R005
C0310,CUS00310,Future Foods,customer310@gmail.com,9427789054,Ahmedabad,Bronze,0,0,,R005
C0311,CUS00311,Vision Traders,customer311@gmail.com,9437478255,Berlin,Bronze,0,0,,R007
C0312,CUS00312,Vertex Systems,customer312@gmail.com,9210046645,Berlin,Bronze,0,0,,R007
C0313,CUS00313,Elite Industries,customer313@gmail.com,9644511166,Delhi,Bronze,0,0,,R002
C0314,CUS00314,ABC Industries,customer314@gmail.com,9499885292,Mumbai,Bronze,0,0,,R003
C0315,CUS00315,Green Systems,customer315@gmail.com,9178552324,Hyderabad,Bronze,0,0,,R006
C0316,CUS00316,Green Systems,customer316@gmail.com,9696957542,Berlin,Bronze,0,0,,R008
C0317,CUS00317,Pioneer Electronics,customer317@gmail.com,9645826911,Pune,Bronze,0,0,,R004
C0318,CUS00318,Prime Electronics,customer318@gmail.com,9474328893,Berlin,Bronze,0,0,,R005
C0319,CUS00319,Vertex Enterprises,customer319@gmail.com,9941551505,Mumbai,Bronze,0,0,,R003
C0320,CUS00320,Pioneer Foods,customer320@gmail.com,9664392698,Berlin,Bronze,0,0,,R004
C0321,CUS00321,Prime Systems,customer321@gmail.com,9971583621,Hyderabad,Bronze,0,0,,R007
C0322,CUS00322,Apex Technologies,customer322@gmail.com,9777397000,Bangalore,Bronze,0,0,,R003
C0323,CUS00323,Pioneer Enterprises,customer323@gmail.com,9665673672,Bangalore,Bronze,0,0,,R004
C0324,CUS00324,Prime Solutions,customer324@gmail.com,9822328456,Berlin,Bronze,0,0,,R001
C0325,CUS00325,Apex Traders,customer325@gmail.com,9470578590,Ahmedabad,Bronze,0,0,,R001
C0326,CUS00326,Apex Traders,customer326@gmail.com,9245020570,Delhi,Bronze,0,0,,R007
C0327,CUS00327,Smart Solutions,customer327@gmail.com,9867020737,Pune,Bronze,0,0,,R002
C0328,CUS00328,Apex Systems,customer328@gmail.com,9454839105,Delhi,Bronze,0,0,,R001
C0329,CUS00329,Global Enterprises,customer329@gmail.com,9464028237,Kolkata,Bronze,0,0,,R008
C0330,CUS00330,Vision Systems,customer330@gmail.com,9447840514,Ahmedabad,Bronze,0,0,,R003
C0331,CUS00331,Vision Corporation,customer331@gmail.com,9771630187,Ahmedabad,Bronze,0,0,,R001
C0332,CUS00332,NextGen Systems,customer332@gmail.com,9606265000,Hyderabad,Bronze,0,0,,R003
C0333,CUS00333,NextGen Technologies,customer333@gmail.com,9104220720,Berlin,Bronze,0,0,,R002
C0334,CUS00334,Future Electronics,customer334@gmail.com,9101326263,Chennai,Bronze,0,0,,R007
C0335,CUS00335,Future Retail,customer335@gmail.com,9985723152,Mumbai,Bronze,0,0,,R008
C0336,CUS00336,Smart Enterprises,customer336@gmail.com,9252246148,Delhi,Bronze,0,0,,R005
C0337,CUS00337,Smart Systems,customer337@gmail.com,9923316839,Dubai,Bronze,0,0,,R005
C0338,CUS00338,Elite Enterprises,customer338@gmail.com,9826368313,Hyderabad,Bronze,0,0,,R006
C0339,CUS00339,Elite Technologies,customer339@gmail.com,9357918004,Pune,Bronze,0,0,,R007
C0340,CUS00340,Vision Systems,customer340@gmail.com,9354009385,Bangalore,Bronze,0,0,,R004
C0341,CUS00341,Prime Traders,customer341@gmail.com,9963932473,Berlin,Bronze,0,0,,R004
C0342,CUS00342,Tech Traders,customer342@gmail.com,9403047895,Hyderabad,Bronze,0,0,,R003
C0343,CUS00343,Prime Electronics,customer343@gmail.com,9223775095,Chennai,Bronze,0,0,,R007
C0344,CUS00344,Future Technologies,customer344@gmail.com,9788779261,Hyderabad,Bronze,0,0,,R007
C0345,CUS00345,NextGen Foods,customer345@gmail.com,9123727875,Bangalore,Bronze,0,0,,R007
C0346,CUS00346,Smart Retail,customer346@gmail.com,9354812262,Kolkata,Bronze,0,0,,R006
C0347,CUS00347,Future Systems,customer347@gmail.com,9342336986,Bangalore,Bronze,0,0,,R001
C0348,CUS00348,Tech Retail,customer348@gmail.com,9848059332,Bangalore,Bronze,0,0,,R005
C0349,CUS00349,Vision Enterprises,customer349@gmail.com,9124926431,Delhi,Bronze,0,0,,R004
C0350,CUS00350,Apex Corporation,customer350@gmail.com,9137783926,Berlin,Bronze,0,0,,R001
C0351,CUS00351,ABC Industries,customer351@gmail.com,9366045445,Pune,Bronze,0,0,,R004
C0352,CUS00352,Pioneer Enterprises,customer352@gmail.com,9127852054,Hyderabad,Bronze,0,0,,R008
C0353,CUS00353,Tech Retail,customer353@gmail.com,9671305472,Hyderabad,Bronze,0,0,,R003
C0354,CUS00354,Apex Electronics,customer354@gmail.com,9118236423,Hyderabad,Bronze,0,0,,R007
C0355,CUS00355,Tech Industries,customer355@gmail.com,9347600660,Berlin,Bronze,0,0,,R007
C0356,CUS00356,Green Solutions,customer356@gmail.com,9998598615,Pune,Bronze,0,0,,R003
C0357,CUS00357,Prime Systems,customer357@gmail.com,9454131778,Kolkata,Bronze,0,0,,R005
C0358,CUS00358,Tech Retail,customer358@gmail.com,9722339893,Delhi,Bronze,0,0,,R007
C0359,CUS00359,ABC Industries,customer359@gmail.com,9650522604,Bangalore,Bronze,0,0,,R002
C0360,CUS00360,Vision Industries,customer360@gmail.com,9662660250,Hyderabad,Bronze,0,0,,R001
C0361,CUS00361,Vertex Solutions,customer361@gmail.com,9928820503,Hyderabad,Bronze,0,0,,R008
C0362,CUS00362,NextGen Electronics,customer362@gmail.com,9560967113,Bangalore,Bronze,0,0,,R003
C0363,CUS00363,Future Retail,customer363@gmail.com,9946296197,Bangalore,Bronze,0,0,,R006
C0364,CUS00364,Green Retail,customer364@gmail.com,9208718116,Pune,Bronze,0,0,,R007
C0365,CUS00365,Global Traders,customer365@gmail.com,9571576956,Bangalore,Bronze,0,0,,R003
C0366,CUS00366,Elite Corporation,customer366@gmail.com,9712165670,Delhi,Bronze,0,0,,R004
C0367,CUS00367,Apex Technologies,customer367@gmail.com,9562078067,Kolkata,Bronze,0,0,,R007
C0368,CUS00368,Smart Electronics,customer368@gmail.com,9637548999,Pune,Bronze,0,0,,R007
C0369,CUS00369,Blue Systems,customer369@gmail.com,9446977132,Kolkata,Bronze,0,0,,R006
C0370,CUS00370,Vision Enterprises,customer370@gmail.com,9205383775,Hyderabad,Bronze,0,0,,R008
C0371,CUS00371,NextGen Industries,customer371@gmail.com,9609620244,Pune,Bronze,0,0,,R008
C0372,CUS00372,Apex Systems,customer372@gmail.com,9686850386,Chennai,Bronze,0,0,,R007
C0373,CUS00373,Future Foods,customer373@gmail.com,9553312408,Pune,Bronze,0,0,,R001
C0374,CUS00374,Vertex Corporation,customer374@gmail.com,9919614016,Pune,Bronze,0,0,,R007
C0375,CUS00375,Vertex Corporation,customer375@gmail.com,9514005568,Chennai,Bronze,0,0,,R005
C0376,CUS00376,Elite Foods,customer376@gmail.com,9953235914,Delhi,Bronze,0,0,,R005
C0377,CUS00377,United Electronics,customer377@gmail.com,9506927740,Hyderabad,Bronze,0,0,,R001
C0378,CUS00378,Elite Corporation,customer378@gmail.com,9174741866,Hyderabad,Bronze,0,0,,R006
C0379,CUS00379,Blue Traders,customer379@gmail.com,9970391088,Dubai,Bronze,0,0,,R007
C0380,CUS00380,Blue Retail,customer380@gmail.com,9680475701,New York,Bronze,0,0,,R008
C0381,CUS00381,Blue Solutions,customer381@gmail.com,9567284488,Pune,Bronze,0,0,,R008
C0382,CUS00382,Future Retail,customer382@gmail.com,9454733964,Berlin,Bronze,0,0,,R005
C0383,CUS00383,Elite Enterprises,customer383@gmail.com,9469326043,Ahmedabad,Bronze,0,0,,R008
C0384,CUS00384,Apex Systems,customer384@gmail.com,9786551988,Ahmedabad,Bronze,0,0,,R002
C0385,CUS00385,United Corporation,customer385@gmail.com,9255377197,Ahmedabad,Bronze,0,0,,R008
C0386,CUS00386,Green Foods,customer386@gmail.com,9457706089,Ahmedabad,Bronze,0,0,,R006
C0387,CUS00387,NextGen Industries,customer387@gmail.com,9579836336,Dubai,Bronze,0,0,,R005
C0388,CUS00388,Global Electronics,customer388@gmail.com,9813502992,Dubai,Bronze,0,0,,R005
C0389,CUS00389,ABC Foods,customer389@gmail.com,9930539817,Ahmedabad,Bronze,0,0,,R004
C0390,CUS00390,Pioneer Technologies,customer390@gmail.com,9489655334,Kolkata,Bronze,0,0,,R001
C0391,CUS00391,Smart Technologies,customer391@gmail.com,9966789800,Mumbai,Bronze,0,0,,R003
C0392,CUS00392,ABC Corporation,customer392@gmail.com,9429452887,Delhi,Bronze,0,0,,R004
C0393,CUS00393,Pioneer Systems,customer393@gmail.com,9736111915,Hyderabad,Bronze,0,0,,R004
C0394,CUS00394,Future Retail,customer394@gmail.com,9113786815,Ahmedabad,Bronze,0,0,,R007
C0395,CUS00395,Green Corporation,customer395@gmail.com,9296305907,New York,Bronze,0,0,,R004
C0396,CUS00396,Vertex Corporation,customer396@gmail.com,9421265649,Bangalore,Bronze,0,0,,R006
C0397,CUS00397,Smart Enterprises,customer397@gmail.com,9679058079,New York,Bronze,0,0,,R002
C0398,CUS00398,Future Retail,customer398@gmail.com,9361805768,Kolkata,Bronze,0,0,,R004
C0399,CUS00399,Smart Solutions,customer399@gmail.com,9171547819,Chennai,Bronze,0,0,,R004
C0400,CUS00400,Vision Systems,customer400@gmail.com,9435173764,Kolkata,Bronze,0,0,,R002
C0401,CUS00401,ABC Corporation,customer401@gmail.com,9725099008,Pune,Bronze,0,0,,R007
C0402,CUS00402,Vertex Electronics,customer402@gmail.com,9926261087,Chennai,Bronze,0,0,,R001
C0403,CUS00403,Vision Enterprises,customer403@gmail.com,9223022417,Berlin,Bronze,0,0,,R008
C0404,CUS00404,Prime Traders,customer404@gmail.com,9439048183,Ahmedabad,Bronze,0,0,,R007
C0405,CUS00405,Smart Enterprises,customer405@gmail.com,9789310375,Dubai,Bronze,0,0,,R002
C0406,CUS00406,Elite Technologies,customer406@gmail.com,9215447321,Pune,Bronze,0,0,,R003
C0407,CUS00407,Future Electronics,customer407@gmail.com,9661139746,Bangalore,Bronze,0,0,,R002
C0408,CUS00408,Vertex Solutions,customer408@gmail.com,9420406883,Pune,Bronze,0,0,,R003
C0409,CUS00409,Apex Retail,customer409@gmail.com,9236381214,Mumbai,Bronze,0,0,,R004
C0410,CUS00410,Green Corporation,customer410@gmail.com,9858060697,Berlin,Bronze,0,0,,R007
C0411,CUS00411,Tech Systems,customer411@gmail.com,9611494477,Pune,Bronze,0,0,,R008
C0412,CUS00412,Prime Retail,customer412@gmail.com,9412716213,Chennai,Bronze,0,0,,R003
C0413,CUS00413,Elite Solutions,customer413@gmail.com,9171127049,New York,Bronze,0,0,,R007
C0414,CUS00414,Vision Solutions,customer414@gmail.com,9391831488,Bangalore,Bronze,0,0,,R006
C0415,CUS00415,Global Enterprises,customer415@gmail.com,9972352261,Dubai,Bronze,0,0,,R003
C0416,CUS00416,ABC Solutions,customer416@gmail.com,9895101974,Dubai,Bronze,0,0,,R006
C0417,CUS00417,Green Traders,customer417@gmail.com,9776498842,Pune,Bronze,0,0,,R004
C0418,CUS00418,Elite Electronics,customer418@gmail.com,9245658626,New York,Bronze,0,0,,R001
C0419,CUS00419,Vertex Solutions,customer419@gmail.com,9826366735,Bangalore,Bronze,0,0,,R003
C0420,CUS00420,Green Traders,customer420@gmail.com,9785347942,Berlin,Bronze,0,0,,R008
C0421,CUS00421,Vision Technologies,customer421@gmail.com,9850058591,Dubai,Bronze,0,0,,R007
C0422,CUS00422,Elite Systems,customer422@gmail.com,9501999645,Bangalore,Bronze,0,0,,R002
C0423,CUS00423,Tech Solutions,customer423@gmail.com,9453221202,New York,Bronze,0,0,,R006
C0424,CUS00424,Prime Industries,customer424@gmail.com,9796226102,New York,Bronze,0,0,,R006
C0425,CUS00425,Vertex Solutions,customer425@gmail.com,9111447583,Berlin,Bronze,0,0,,R008
C0426,CUS00426,Elite Enterprises,customer426@gmail.com,9517014359,Kolkata,Bronze,0,0,,R003
C0427,CUS00427,United Technologies,customer427@gmail.com,9186565223,Delhi,Bronze,0,0,,R001
C0428,CUS00428,NextGen Industries,customer428@gmail.com,9667112415,Chennai,Bronze,0,0,,R001
C0429,CUS00429,Blue Enterprises,customer429@gmail.com,9491992193,Delhi,Bronze,0,0,,R002
C0430,CUS00430,United Technologies,customer430@gmail.com,9654696818,Ahmedabad,Bronze,0,0,,R002
C0431,CUS00431,Smart Electronics,customer431@gmail.com,9162933062,Kolkata,Bronze,0,0,,R001
C0432,CUS00432,Prime Retail,customer432@gmail.com,9717762443,Berlin,Bronze,0,0,,R001
C0433,CUS00433,Prime Retail,customer433@gmail.com,9456500051,Berlin,Bronze,0,0,,R008
C0434,CUS00434,United Electronics,customer434@gmail.com,9255051824,Kolkata,Bronze,0,0,,R004
C0435,CUS00435,Global Enterprises,customer435@gmail.com,9930197014,Mumbai,Bronze,0,0,,R007
C0436,CUS00436,Pioneer Retail,customer436@gmail.com,9349085228,Dubai,Bronze,0,0,,R001
C0437,CUS00437,Elite Foods,customer437@gmail.com,9780832800,Kolkata,Bronze,0,0,,R007
C0438,CUS00438,Future Traders,customer438@gmail.com,9798879171,Dubai,Bronze,0,0,,R001
C0439,CUS00439,United Systems,customer439@gmail.com,9469027582,Berlin,Bronze,0,0,,R008
C0440,CUS00440,Vertex Industries,customer440@gmail.com,9127736123,Hyderabad,Bronze,0,0,,R004
C0441,CUS00441,Future Corporation,customer441@gmail.com,9928145549,Kolkata,Bronze,0,0,,R005
C0442,CUS00442,NextGen Enterprises,customer442@gmail.com,9391351886,Ahmedabad,Bronze,0,0,,R005
C0443,CUS00443,Blue Foods,customer443@gmail.com,9558754462,Ahmedabad,Bronze,0,0,,R006
C0444,CUS00444,Blue Systems,customer444@gmail.com,9570657417,Mumbai,Bronze,0,0,,R007
C0445,CUS00445,Global Solutions,customer445@gmail.com,9885691294,Chennai,Bronze,0,0,,R001
C0446,CUS00446,Pioneer Retail,customer446@gmail.com,9749532205,Hyderabad,Bronze,0,0,,R003
C0447,CUS00447,United Electronics,customer447@gmail.com,9805565235,Berlin,Bronze,0,0,,R006
C0448,CUS00448,ABC Foods,customer448@gmail.com,9641613809,Berlin,Bronze,0,0,,R007
C0449,CUS00449,Prime Traders,customer449@gmail.com,9463749878,Chennai,Bronze,0,0,,R005
C0450,CUS00450,Vertex Electronics,customer450@gmail.com,9255744862,New York,Bronze,0,0,,R005
C0451,CUS00451,Apex Retail,customer451@gmail.com,9449538640,Kolkata,Bronze,0,0,,R006
C0452,CUS00452,Vertex Industries,customer452@gmail.com,9925609299,Pune,Bronze,0,0,,R008
C0453,CUS00453,United Systems,customer453@gmail.com,9195564536,Bangalore,Bronze,0,0,,R002
C0454,CUS00454,Smart Retail,customer454@gmail.com,9914346124,Hyderabad,Bronze,0,0,,R008
C0455,CUS00455,Elite Systems,customer455@gmail.com,9145160091,Chennai,Bronze,0,0,,R008
C0456,CUS00456,ABC Foods,customer456@gmail.com,9620318894,Ahmedabad,Bronze,0,0,,R006
C0457,CUS00457,Apex Retail,customer457@gmail.com,9224342066,Dubai,Bronze,0,0,,R008
C0458,CUS00458,Pioneer Retail,customer458@gmail.com,9291362681,Berlin,Bronze,0,0,,R005
C0459,CUS00459,ABC Technologies,customer459@gmail.com,9651460436,Bangalore,Bronze,0,0,,R004
C0460,CUS00460,Elite Systems,customer460@gmail.com,9849260985,Kolkata,Bronze,0,0,,R007
C0461,CUS00461,Tech Traders,customer461@gmail.com,9565303488,Pune,Bronze,0,0,,R007
C0462,CUS00462,Tech Systems,customer462@gmail.com,9122070560,Delhi,Bronze,0,0,,R007
C0463,CUS00463,United Solutions,customer463@gmail.com,9725540749,Berlin,Bronze,0,0,,R001
C0464,CUS00464,Vertex Systems,customer464@gmail.com,9109868410,Kolkata,Bronze,0,0,,R007
C0465,CUS00465,ABC Retail,customer465@gmail.com,9265926117,Kolkata,Bronze,0,0,,R002
C0466,CUS00466,Vertex Corporation,customer466@gmail.com,9975470358,Bangalore,Bronze,0,0,,R008
C0467,CUS00467,Blue Enterprises,customer467@gmail.com,9317203376,Dubai,Bronze,0,0,,R006
C0468,CUS00468,Tech Foods,customer468@gmail.com,9725655880,Dubai,Bronze,0,0,,R001
C0469,CUS00469,NextGen Corporation,customer469@gmail.com,9214355258,Pune,Bronze,0,0,,R001
C0470,CUS00470,NextGen Electronics,customer470@gmail.com,9308725262,Pune,Bronze,0,0,,R007
C0471,CUS00471,Elite Technologies,customer471@gmail.com,9761579272,Bangalore,Bronze,0,0,,R003
C0472,CUS00472,Future Retail,customer472@gmail.com,9708612335,Bangalore,Bronze,0,0,,R006
C0473,CUS00473,ABC Industries,customer473@gmail.com,9725887469,Chennai,Bronze,0,0,,R007
C0474,CUS00474,Smart Enterprises,customer474@gmail.com,9639893114,New York,Bronze,0,0,,R008
C0475,CUS00475,Vertex Enterprises,customer475@gmail.com,9999116235,New York,Bronze,0,0,,R006
C0476,CUS00476,Prime Traders,customer476@gmail.com,9662989224,Pune,Bronze,0,0,,R002
C0477,CUS00477,Vision Retail,customer477@gmail.com,9434939027,Kolkata,Bronze,0,0,,R007
C0478,CUS00478,Vision Electronics,customer478@gmail.com,9292683973,Delhi,Bronze,0,0,,R004
C0479,CUS00479,Smart Traders,customer479@gmail.com,9877070371,Ahmedabad,Bronze,0,0,,R006
C0480,CUS00480,Green Industries,customer480@gmail.com,9981544437,Pune,Bronze,0,0,,R007
C0481,CUS00481,Pioneer Foods,customer481@gmail.com,9645496196,Bangalore,Bronze,0,0,,R005
C0482,CUS00482,ABC Foods,customer482@gmail.com,9137104563,Berlin,Bronze,0,0,,R004
C0483,CUS00483,Elite Corporation,customer483@gmail.com,9771237400,Mumbai,Bronze,0,0,,R005
C0484,CUS00484,Apex Enterprises,customer484@gmail.com,9354814374,New York,Bronze,0,0,,R006
C0485,CUS00485,Pioneer Foods,customer485@gmail.com,9375247135,Delhi,Bronze,0,0,,R002
C0486,CUS00486,Apex Enterprises,customer486@gmail.com,9670727615,Kolkata,Bronze,0,0,,R007
C0487,CUS00487,Vision Solutions,customer487@gmail.com,9590133587,Pune,Bronze,0,0,,R002
C0488,CUS00488,ABC Systems,customer488@gmail.com,9100015194,New York,Bronze,0,0,,R003
C0489,CUS00489,Elite Traders,customer489@gmail.com,9183877831,New York,Bronze,0,0,,R008
C0490,CUS00490,ABC Electronics,customer490@gmail.com,9739954428,Chennai,Bronze,0,0,,R003
C0491,CUS00491,ABC Systems,customer491@gmail.com,9363403460,Bangalore,Bronze,0,0,,R004
C0492,CUS00492,Green Corporation,customer492@gmail.com,9258632034,Ahmedabad,Bronze,0,0,,R002
C0493,CUS00493,Smart Electronics,customer493@gmail.com,9562548110,Pune,Bronze,0,0,,R002
C0494,CUS00494,United Enterprises,customer494@gmail.com,9711239265,Berlin,Bronze,0,0,,R006
C0495,CUS00495,Vertex Technologies,customer495@gmail.com,9837044662,Ahmedabad,Bronze,0,0,,R003
C0496,CUS00496,United Systems,customer496@gmail.com,9944815141,Hyderabad,Bronze,0,0,,R002
C0497,CUS00497,ABC Solutions,customer497@gmail.com,9815188086,New York,Bronze,0,0,,R002
C0498,CUS00498,Green Industries,customer498@gmail.com,9782805749,Ahmedabad,Bronze,0,0,,R006
C0499,CUS00499,Smart Enterprises,customer499@gmail.com,9333906307,Delhi,Bronze,0,0,,R007
C0500,CUS00500,Tech Electronics,customer500@gmail.com,9275974698,Pune,Bronze,0,0,,R006
