ID,orderNumber,orderDate,status,totalAmount,discountAmount,netAmount,customer_ID,salesEmployee_ID
O00672,SO000672,2025-03-31,Completed,39719.00,1985.95,37733.05,C0397,E022
O00673,SO000673,2025-07-27,Pending,282599.00,29586.20,253012.80,C0228,E008
O00674,SO000674,2025-04-18,Completed,1002765.00,137200.50,865564.50,C0096,E048
O00675,SO000675,2026-04-13,Completed,448898.00,57287.20,391610.80,C0253,E005
O00676,SO000676,2025-09-29,Delivered,319784.00,47967.60,271816.40,C0494,E020
O00677,SO000677,2025-03-09,Pending,1634136.00,173883.90,1460252.10,C0062,E007
O00678,SO000678,2026-02-03,Cancelled,81114.00,12167.10,68946.90,C0112,E027
O00679,SO000679,2026-03-17,Delivered,660337.00,98930.25,561406.75,C0396,E047
O00680,SO000680,2025-11-05,Completed,172921.00,12396.50,160524.50,C0077,E003
O00681,SO000681,2025-02-05,Completed,1071207.00,128137.50,943069.50,C0010,E044
O00682,SO000682,2025-12-08,Completed,1238849.00,88628.90,1150220.10,C0464,E016
O00683,SO000683,2026-06-02,Delivered,363686.00,36368.60,327317.40,C0203,E040
O00684,SO000684,2025-12-27,Pending,1302816.00,140078.20,1162737.80,C0364,E043
O00685,SO000685,2025-04-11,Completed,47942.00,9588.40,38353.60,C0396,E001
O00686,SO000686,2025-04-21,Completed,1000495.00,68454.70,932040.30,C0342,E023
O00687,SO000687,2025-09-03,Pending,112630.00,8162.30,104467.70,C0233,E018
O00688,SO000688,2025-06-01,Delivered,37597.00,1879.85,35717.15,C0102,E035
O00689,SO000689,2025-12-17,Completed,457533.00,53598.45,403934.55,C0292,E023
O00690,SO000690,2025-04-29,Pending,1262605.00,59569.85,1203035.15,C0380,E037
O00691,SO000691,2026-03-20,Pending,719904.00,44653.60,675250.40,C0310,E007
O00692,SO000692,2025-05-13,Completed,477728.00,53614.00,424114.00,C0446,E045
O00693,SO000693,2026-02-08,Completed,889536.00,136069.80,753466.20,C0192,E043
O00694,SO000694,2025-09-07,Completed,297779.00,17286.05,280492.95,C0446,E030
O00695,SO000695,2026-01-22,Pending,73988.00,11098.20,62889.80,C0181,E042
O00696,SO000696,2025-06-30,Completed,957469.00,120674.55,836794.45,C0473,E043
O00697,SO000697,2025-03-21,Completed,859089.00,25169.25,833919.75,C0167,E003
O00698,SO000698,2025-11-30,Completed,545211.00,109042.20,436168.80,C0420,E024
O00699,SO000699,2025-06-10,Completed,365446.00,18272.30,347173.70,C0186,E017
O00700,SO000700,2026-01-15,Completed,1248409.00,92172.20,1156236.80,C0458,E022
O00701,SO000701,2025-05-25,Completed,1047032.00,108464.00,938568.00,C0283,E042
O00702,SO000702,2026-05-17,Delivered,104496.00,15674.40,88821.60,C0014,E040
O00703,SO000703,2026-02-28,Pending,683013.00,87273.85,595739.15,C0273,E028
O00704,SO000704,2025-06-29,Completed,649518.00,71821.80,577696.20,C0464,E049
O00705,SO000705,2025-02-10,Delivered,488289.00,45596.10,442692.90,C0490,E047
O00706,SO000706,2025-08-20,Completed,764441.00,76861.20,687579.80,C0393,E018
O00707,SO000707,2025-04-20,Cancelled,156835.00,23525.25,133309.75,C0235,E027
O00708,SO000708,2025-05-31,Pending,815754.00,48579.40,767174.60,C0092,E019
O00709,SO000709,2025-02-17,Pending,1283978.00,128183.85,1155794.15,C0323,E032
O00710,SO000710,2025-06-24,Delivered,1113626.00,125945.40,987680.60,C0062,E021
O00711,SO000711,2025-08-23,Completed,936677.00,74621.55,862055.45,C0108,E041
O00712,SO000712,2026-03-04,Pending,451099.00,0.00,451099.00,C0468,E044
O00713,SO000713,2026-03-13,Pending,294084.00,44112.60,249971.40,C0207,E017
O00714,SO000714,2025-02-15,Delivered,570193.00,57025.70,513167.30,C0321,E036
O00715,SO000715,2025-05-07,Pending,213841.00,18479.80,195361.20,C0007,E020
O00716,SO000716,2025-08-05,Delivered,743355.00,64376.70,678978.30,C0480,E004
O00717,SO000717,2025-01-21,Delivered,57417.00,0.00,57417.00,C0297,E012
O00718,SO000718,2025-11-26,Cancelled,731617.00,22253.80,709363.20,C0295,E001
O00719,SO000719,2025-06-25,Cancelled,689908.00,78536.95,611371.05,C0341,E005
O00720,SO000720,2026-03-28,Cancelled,883751.00,87112.45,796638.55,C0178,E012
O00721,SO000721,2025-10-14,Pending,926370.00,108885.00,817485.00,C0230,E032
O00722,SO000722,2025-10-15,Cancelled,586554.00,87983.10,498570.90,C0269,E038
O00723,SO000723,2025-04-14,Pending,483506.00,65508.25,417997.75,C0079,E044
O00724,SO000724,2025-10-06,Delivered,241334.00,34937.60,206396.40,C0415,E029
O00725,SO000725,2025-04-02,Completed,716770.00,132436.00,584334.00,C0310,E004
O00726,SO000726,2025-01-04,Completed,991591.00,88994.15,902596.85,C0370,E046
O00727,SO000727,2025-06-14,Completed,725516.00,135024.90,590491.10,C0364,E015
O00728,SO000728,2025-04-20,Completed,828755.00,73610.50,755144.50,C0253,E027
O00729,SO000729,2025-12-16,Completed,1467927.00,135513.60,1332413.40,C0220,E023
O00730,SO000730,2025-06-24,Cancelled,388360.00,34479.00,353881.00,C0210,E037
O00731,SO000731,2025-01-28,Completed,112735.00,2034.45,110700.55,C0470,E040
O00732,SO000732,2026-05-20,Completed,55725.00,8358.75,47366.25,C0329,E005
O00733,SO000733,2025-05-31,Delivered,1206662.00,90516.00,1116146.00,C0285,E008
O00734,SO000734,2026-04-16,Completed,675654.00,119440.50,556213.50,C0401,E013
O00735,SO000735,2025-12-20,Completed,987902.00,33828.75,954073.25,C0403,E011
O00736,SO000736,2025-04-11,Completed,544842.00,35126.50,509715.50,C0105,E011
O00737,SO000737,2026-04-09,Delivered,469017.00,25805.40,443211.60,C0191,E025
O00738,SO000738,2025-09-04,Delivered,582688.00,66785.90,515902.10,C0444,E039
O00739,SO000739,2025-11-20,Pending,1321118.00,154570.95,1166547.05,C0267,E033
O00740,SO000740,2025-01-30,Completed,49014.00,4901.40,44112.60,C0289,E030
O00741,SO000741,2025-08-28,Pending,815498.00,40142.80,775355.20,C0104,E044
O00742,SO000742,2025-11-08,Completed,183860.00,28303.75,155556.25,C0469,E044
O00743,SO000743,2026-04-03,Completed,563811.00,33932.25,529878.75,C0059,E028
O00744,SO000744,2026-02-06,Completed,729477.00,138449.70,591027.30,C0429,E012
O00745,SO000745,2025-12-16,Completed,496208.00,18180.40,478027.60,C0481,E024
O00746,SO000746,2025-11-24,Pending,1319224.00,142791.60,1176432.40,C0487,E050
O00747,SO000747,2025-08-01,Delivered,10086.00,0.00,10086.00,C0247,E036
O00748,SO000748,2025-11-07,Delivered,394182.00,44977.80,349204.20,C0444,E043
O00749,SO000749,2025-03-14,Completed,139671.00,27934.20,111736.80,C0025,E010
O00750,SO000750,2025-09-21,Completed,788780.00,88908.60,699871.40,C0496,E022
O00751,SO000751,2025-11-17,Delivered,22460.00,2635.90,19824.10,C0347,E050
O00752,SO000752,2025-11-24,Cancelled,1286563.00,128321.20,1158241.80,C0443,E034
O00753,SO000753,2026-04-19,Delivered,1162885.00,139545.15,1023339.85,C0385,E036
O00754,SO000754,2025-01-16,Completed,719926.00,14748.65,705177.35,C0437,E024
O00755,SO000755,2026-05-06,Completed,729844.00,39120.35,690723.65,C0197,E002
O00756,SO000756,2025-03-29,Pending,883050.00,153647.50,729402.50,C0202,E022
O00757,SO000757,2025-05-16,Completed,73607.00,9616.35,63990.65,C0381,E011
O00758,SO000758,2025-08-02,Completed,222268.00,22226.80,200041.20,C0327,E047
O00759,SO000759,2025-03-12,Completed,666553.00,75254.30,591298.70,C0377,E007
O00760,SO000760,2026-06-08,Pending,522294.00,76138.40,446155.60,C0076,E019
O00761,SO000761,2025-05-24,Delivered,679234.00,75611.50,603622.50,C0464,E033
O00762,SO000762,2025-05-24,Completed,414768.00,28907.40,385860.60,C0082,E006
O00763,SO000763,2026-02-08,Pending,1353276.00,110138.20,1243137.80,C0244,E030
O00764,SO000764,2025-05-05,Pending,581288.00,89053.50,492234.50,C0482,E043
O00765,SO000765,2025-05-26,Cancelled,381603.00,30905.30,350697.70,C0184,E011
O00766,SO000766,2025-07-09,Completed,883091.00,65066.10,818024.90,C0292,E002
O00767,SO000767,2025-12-16,Completed,412857.00,27209.55,385647.45,C0135,E002
O00768,SO000768,2025-03-25,Completed,421240.00,59442.60,361797.40,C0010,E011
O00769,SO000769,2025-03-23,Completed,1055176.00,136874.40,918301.60,C0428,E044
O00770,SO000770,2025-04-10,Completed,275881.00,0.00,275881.00,C0123,E031
O00771,SO000771,2025-05-16,Completed,344622.00,34462.20,310159.80,C0230,E039
O00772,SO000772,2025-09-10,Completed,802211.00,71486.70,730724.30,C0123,E049
O00773,SO000773,2025-09-10,Completed,307889.00,2985.60,304903.40,C0304,E012
O00774,SO000774,2025-10-06,Completed,19904.00,0.00,19904.00,C0467,E035
O00775,SO000775,2025-07-01,Cancelled,69240.00,6924.00,62316.00,C0156,E025
O00776,SO000776,2026-03-20,Completed,672695.00,59777.50,612917.50,C0001,E040
O00777,SO000777,2026-03-12,Pending,492242.00,61151.95,431090.05,C0378,E024
O00778,SO000778,2025-02-24,Pending,1922401.00,132220.55,1790180.45,C0158,E036
O00779,SO000779,2026-01-14,Cancelled,1235816.00,104309.50,1131506.50,C0371,E018
O00780,SO000780,2025-08-21,Completed,761476.00,0.00,761476.00,C0119,E040
O00781,SO000781,2025-07-09,Completed,103642.00,6776.70,96865.30,C0217,E002
O00782,SO000782,2026-03-19,Completed,61837.00,9275.55,52561.45,C0469,E025
O00783,SO000783,2025-12-02,Completed,162312.00,6664.60,155647.40,C0090,E019
O00784,SO000784,2026-04-23,Completed,1093203.00,89218.80,1003984.20,C0250,E014
O00785,SO000785,2025-11-14,Delivered,555922.00,22290.00,533632.00,C0432,E021
O00786,SO000786,2026-03-27,Completed,707194.00,55208.00,651986.00,C0345,E025
O00787,SO000787,2025-10-06,Pending,686927.00,32423.60,654503.40,C0227,E038
O00788,SO000788,2026-03-22,Delivered,771759.00,27548.70,744210.30,C0389,E043
O00789,SO000789,2026-03-15,Completed,1048727.00,121861.25,926865.75,C0489,E046
O00790,SO000790,2026-05-07,Completed,1511080.00,215928.75,1295151.25,C0295,E017
O00791,SO000791,2025-09-15,Completed,911662.00,40590.30,871071.70,C0056,E045
O00792,SO000792,2025-02-01,Pending,311508.00,50985.20,260522.80,C0386,E028
O00793,SO000793,2026-01-18,Pending,32580.00,3258.00,29322.00,C0472,E013
O00794,SO000794,2025-07-21,Completed,508415.00,19267.35,489147.65,C0410,E011
O00795,SO000795,2025-07-12,Cancelled,19362.00,3872.40,15489.60,C0416,E036
O00796,SO000796,2026-04-08,Completed,613606.00,71934.80,541671.20,C0237,E012
O00797,SO000797,2025-05-08,Cancelled,228060.00,45612.00,182448.00,C0118,E042
O00798,SO000798,2025-06-07,Delivered,1169902.00,158668.45,1011233.55,C0443,E032
O00799,SO000799,2025-07-11,Delivered,1104686.00,144618.40,960067.60,C0469,E045
O00800,SO000800,2026-03-03,Completed,726034.00,123551.60,602482.40,C0315,E022
O00801,SO000801,2025-06-12,Completed,22405.00,0.00,22405.00,C0251,E024
O00802,SO000802,2026-03-23,Completed,341070.00,14102.40,326967.60,C0262,E012
O00803,SO000803,2025-02-28,Completed,1190160.00,106888.00,1083272.00,C0448,E008
O00804,SO000804,2025-05-18,Cancelled,740638.00,85281.25,655356.75,C0206,E002
O00805,SO000805,2025-07-20,Completed,361146.00,44392.80,316753.20,C0494,E016
O00806,SO000806,2025-02-15,Completed,1168625.00,18305.35,1150319.65,C0267,E031
O00807,SO000807,2026-03-20,Completed,227490.00,35205.90,192284.10,C0119,E019
O00808,SO000808,2026-03-15,Completed,802850.00,96846.40,706003.60,C0136,E024
O00809,SO000809,2025-04-30,Delivered,330945.00,30282.50,300662.50,C0130,E012
O00810,SO000810,2026-04-15,Completed,133292.00,6664.60,126627.40,C0065,E043
O00811,SO000811,2025-07-19,Completed,1333826.00,42832.80,1290993.20,C0118,E004
O00812,SO000812,2025-07-01,Pending,412200.00,82440.00,329760.00,C0474,E034
O00813,SO000813,2026-06-19,Completed,1182530.00,98943.80,1083586.20,C0018,E045
O00814,SO000814,2025-06-15,Completed,728730.00,55047.30,673682.70,C0167,E030
O00815,SO000815,2025-08-16,Completed,671877.00,41593.20,630283.80,C0317,E008
O00816,SO000816,2025-05-30,Cancelled,991683.00,125367.75,866315.25,C0238,E046
O00817,SO000817,2025-06-02,Completed,159135.00,0.00,159135.00,C0156,E030
O00818,SO000818,2025-07-15,Completed,446343.00,30311.75,416031.25,C0045,E009
O00819,SO000819,2026-05-03,Completed,771000.00,63724.60,707275.40,C0020,E004
O00820,SO000820,2025-11-05,Completed,299737.00,23322.65,276414.35,C0189,E048
O00821,SO000821,2025-10-01,Completed,320910.00,43039.90,277870.10,C0082,E001
O00822,SO000822,2026-03-22,Completed,886030.00,128076.20,757953.80,C0304,E001
O00823,SO000823,2026-06-21,Pending,450640.00,87531.50,363108.50,C0229,E015
O00824,SO000824,2026-02-07,Cancelled,745110.00,131665.80,613444.20,C0295,E046
O00825,SO000825,2025-08-03,Pending,577621.00,50711.30,526909.70,C0390,E040
O00826,SO000826,2025-04-10,Completed,127162.00,18272.90,108889.10,C0402,E010
O00827,SO000827,2025-08-18,Delivered,1232771.00,93655.10,1139115.90,C0272,E007
O00828,SO000828,2025-03-07,Completed,834036.00,16436.70,817599.30,C0325,E045
O00829,SO000829,2025-11-18,Completed,249205.00,37380.75,211824.25,C0397,E011
O00830,SO000830,2025-11-29,Completed,510934.00,89455.85,421478.15,C0079,E034
O00831,SO000831,2026-02-06,Completed,294244.00,19565.20,274678.80,C0469,E010
O00832,SO000832,2025-02-26,Completed,630306.00,60025.75,570280.25,C0007,E034
O00833,SO000833,2025-09-23,Completed,109180.00,21836.00,87344.00,C0171,E025
O00834,SO000834,2025-12-22,Completed,470551.00,25422.10,445128.90,C0109,E041
O00835,SO000835,2025-06-01,Cancelled,518040.00,40284.60,477755.40,C0146,E020
O00836,SO000836,2025-01-22,Cancelled,399943.00,57080.60,342862.40,C0186,E040
O00837,SO000837,2025-10-26,Completed,271081.00,8548.20,262532.80,C0128,E044
O00838,SO000838,2025-09-08,Pending,466138.00,13129.50,453008.50,C0121,E004
O00839,SO000839,2026-01-16,Completed,709965.00,7151.90,702813.10,C0173,E008
O00840,SO000840,2025-09-13,Completed,517183.00,89713.80,427469.20,C0108,E028
O00841,SO000841,2026-05-03,Completed,602225.00,89462.00,512763.00,C0353,E022
O00842,SO000842,2025-09-25,Completed,114807.00,17221.05,97585.95,C0078,E003
O00843,SO000843,2025-01-04,Completed,884315.00,70242.10,814072.90,C0395,E046
O00844,SO000844,2025-10-24,Completed,279017.00,13950.85,265066.15,C0004,E023
O00845,SO000845,2025-07-15,Completed,810767.00,135001.00,675766.00,C0495,E003
O00846,SO000846,2025-03-21,Delivered,632692.00,59711.70,572980.30,C0405,E038
O00847,SO000847,2026-02-26,Pending,1077075.00,58416.30,1018658.70,C0339,E021
O00848,SO000848,2025-12-17,Cancelled,71144.00,0.00,71144.00,C0363,E035
O00849,SO000849,2025-07-25,Completed,545213.00,66870.00,478343.00,C0217,E014
O00850,SO000850,2025-02-13,Cancelled,780951.00,127424.50,653526.50,C0490,E020
O00851,SO000851,2025-06-24,Delivered,516758.00,65904.60,450853.40,C0065,E028
O00852,SO000852,2026-05-15,Cancelled,148952.00,9996.90,138955.10,C0466,E009
O00853,SO000853,2025-11-15,Completed,599703.00,45877.45,553825.55,C0427,E024
O00854,SO000854,2026-04-27,Completed,610215.00,69738.00,540477.00,C0164,E025
O00855,SO000855,2026-04-22,Completed,833318.00,54250.20,779067.80,C0143,E043
O00856,SO000856,2026-01-22,Completed,444183.00,66113.60,378069.40,C0124,E026
O00857,SO000857,2025-09-19,Completed,1096720.00,79067.60,1017652.40,C0029,E013
O00858,SO000858,2025-05-05,Cancelled,737320.00,117430.10,619889.90,C0470,E039
O00859,SO000859,2025-11-22,Cancelled,466989.00,11866.80,455122.20,C0332,E049
O00860,SO000860,2025-04-07,Completed,305796.00,15289.80,290506.20,C0396,E041
O00861,SO000861,2025-11-22,Pending,223916.00,15374.80,208541.20,C0018,E015
O00862,SO000862,2025-05-22,Completed,501547.00,72900.50,428646.50,C0042,E028
O00863,SO000863,2026-04-20,Cancelled,981416.00,92840.65,888575.35,C0228,E040
O00864,SO000864,2025-04-20,Pending,443859.00,70290.40,373568.60,C0160,E031
O00865,SO000865,2025-02-26,Completed,337784.00,37538.10,300245.90,C0133,E001
O00866,SO000866,2025-08-18,Completed,675650.00,43317.30,632332.70,C0139,E007
O00867,SO000867,2026-02-03,Delivered,711882.00,60974.25,650907.75,C0325,E023
O00868,SO000868,2026-03-10,Completed,298798.00,4218.00,294580.00,C0075,E050
O00869,SO000869,2025-02-15,Delivered,627156.00,116134.00,511022.00,C0074,E019
O00870,SO000870,2026-02-28,Completed,500170.00,9109.75,491060.25,C0197,E017
O00871,SO000871,2025-05-21,Completed,1089383.00,137484.45,951898.55,C0324,E001
O00872,SO000872,2025-10-12,Completed,342513.00,55095.25,287417.75,C0124,E049
O00873,SO000873,2025-11-10,Completed,102922.00,9793.90,93128.10,C0191,E044
O00874,SO000874,2025-05-04,Completed,506188.00,51884.10,454303.90,C0449,E025
O00875,SO000875,2026-06-26,Completed,247054.00,28473.30,218580.70,C0364,E014
O00876,SO000876,2026-05-03,Delivered,200323.00,11372.45,188950.55,C0352,E022
O00877,SO000877,2026-02-12,Completed,601793.00,8487.30,593305.70,C0087,E025
O00878,SO000878,2025-02-12,Cancelled,412746.00,32540.20,380205.80,C0373,E045
O00879,SO000879,2025-06-30,Completed,1123477.00,91701.10,1031775.90,C0471,E008
O00880,SO000880,2025-11-19,Cancelled,44810.00,0.00,44810.00,C0109,E034
O00881,SO000881,2026-05-12,Cancelled,67486.00,10122.90,57363.10,C0117,E026
O00882,SO000882,2025-12-16,Cancelled,474484.00,24416.50,450067.50,C0096,E038
O00883,SO000883,2026-03-19,Completed,1077173.00,73870.80,1003302.20,C0099,E017
O00884,SO000884,2026-05-07,Completed,350205.00,26478.70,323726.30,C0114,E014
O00885,SO000885,2026-01-04,Completed,356910.00,53536.50,303373.50,C0077,E026
O00886,SO000886,2025-11-28,Completed,477160.00,70511.20,406648.80,C0334,E038
O00887,SO000887,2025-08-31,Completed,803605.00,88278.45,715326.55,C0485,E040
O00888,SO000888,2025-10-03,Completed,397190.00,39719.00,357471.00,C0333,E044
O00889,SO000889,2025-02-09,Delivered,242260.00,36339.00,205921.00,C0008,E031
O00890,SO000890,2025-07-15,Completed,40689.00,0.00,40689.00,C0045,E035
O00891,SO000891,2025-08-01,Completed,47942.00,2397.10,45544.90,C0358,E049
O00892,SO000892,2025-06-15,Cancelled,332406.00,47386.10,285019.90,C0167,E016
O00893,SO000893,2025-01-06,Completed,696753.00,93940.30,602812.70,C0370,E041
O00894,SO000894,2026-06-24,Completed,205308.00,0.00,205308.00,C0464,E016
O00895,SO000895,2025-05-18,Delivered,916074.00,98224.80,817849.20,C0409,E048
O00896,SO000896,2026-06-28,Completed,290668.00,29066.80,261601.20,C0317,E025
O00897,SO000897,2025-05-20,Completed,242260.00,48452.00,193808.00,C0187,E009
O00898,SO000898,2025-02-20,Cancelled,131483.00,21235.15,110247.85,C0279,E041
O00899,SO000899,2025-12-25,Completed,111134.00,16670.10,94463.90,C0324,E042
O00900,SO000900,2025-05-20,Pending,742417.00,48665.15,693751.85,C0061,E006
O00901,SO000901,2025-10-06,Completed,422658.00,84531.60,338126.40,C0182,E045
O00902,SO000902,2026-05-30,Completed,654271.00,73271.10,580999.90,C0343,E050
O00903,SO000903,2026-04-09,Completed,87623.00,5407.60,82215.40,C0228,E010
O00904,SO000904,2025-09-30,Cancelled,665806.00,79449.70,586356.30,C0293,E007
O00905,SO000905,2025-07-30,Completed,296660.00,0.00,296660.00,C0224,E040
O00906,SO000906,2026-06-24,Completed,1064055.00,165885.75,898169.25,C0426,E040
O00907,SO000907,2025-05-28,Completed,334595.00,40469.70,294125.30,C0277,E014
O00908,SO000908,2026-04-03,Cancelled,622588.00,91150.80,531437.20,C0061,E011
O00909,SO000909,2025-02-19,Cancelled,951034.00,131270.30,819763.70,C0141,E042
O00910,SO000910,2026-06-24,Pending,810090.00,63874.00,746216.00,C0334,E011
O00911,SO000911,2025-08-17,Completed,928819.00,119577.80,809241.20,C0170,E021
O00912,SO000912,2025-05-15,Delivered,466714.00,82416.60,384297.40,C0221,E012
O00913,SO000913,2025-05-21,Completed,430723.00,63395.40,367327.60,C0061,E001
O00914,SO000914,2025-10-18,Completed,377840.00,55289.50,322550.50,C0139,E030
O00915,SO000915,2026-04-22,Completed,823105.00,77093.25,746011.75,C0274,E018
O00916,SO000916,2026-06-27,Pending,161816.00,24082.00,137734.00,C0293,E007
O00917,SO000917,2025-07-15,Completed,87050.00,15450.70,71599.30,C0270,E033
O00918,SO000918,2025-03-13,Completed,938560.00,97549.75,841010.25,C0228,E031
O00919,SO000919,2025-08-11,Completed,688876.00,73340.70,615535.30,C0107,E004
O00920,SO000920,2026-06-22,Cancelled,615485.00,45477.05,570007.95,C0462,E028
O00921,SO000921,2026-06-11,Completed,529699.00,54088.95,475610.05,C0059,E002
O00922,SO000922,2025-10-28,Completed,1064663.00,124823.95,939839.05,C0054,E025
O00923,SO000923,2025-10-05,Completed,1494748.00,217119.00,1277629.00,C0027,E038
O00924,SO000924,2025-11-08,Completed,427946.00,26360.85,401585.15,C0004,E036
O00925,SO000925,2026-02-16,Completed,21836.00,2183.60,19652.40,C0282,E009
O00926,SO000926,2025-10-19,Completed,635472.00,86904.50,548567.50,C0224,E014
O00927,SO000927,2025-04-23,Pending,1072438.00,129868.40,942569.60,C0261,E027
O00928,SO000928,2026-05-02,Completed,1338452.00,150845.80,1187606.20,C0445,E029
O00929,SO000929,2025-12-31,Pending,839631.00,67445.85,772185.15,C0061,E037
O00930,SO000930,2025-10-26,Completed,436441.00,44964.90,391476.10,C0140,E041
O00931,SO000931,2026-03-28,Delivered,195480.00,9774.00,185706.00,C0330,E016
O00932,SO000932,2025-03-22,Completed,181185.00,0.00,181185.00,C0006,E034
O00933,SO000933,2025-10-20,Completed,594246.00,84531.60,509714.40,C0084,E046
O00934,SO000934,2026-02-19,Pending,384630.00,57694.50,326935.50,C0142,E011
O00935,SO000935,2025-04-07,Cancelled,847653.00,11551.45,836101.55,C0209,E018
O00936,SO000936,2026-01-01,Completed,1062674.00,97321.10,965352.90,C0123,E023
O00937,SO000937,2025-06-15,Completed,170071.00,1998.65,168072.35,C0103,E045
O00938,SO000938,2026-06-24,Completed,266246.00,25228.00,241018.00,C0330,E011
O00939,SO000939,2026-04-12,Completed,45925.00,2296.25,43628.75,C0127,E045
O00940,SO000940,2025-11-18,Delivered,1164987.00,32873.40,1132113.60,C0387,E007
O00941,SO000941,2026-05-18,Completed,975561.00,85181.55,890379.45,C0482,E021
O00942,SO000942,2025-03-06,Completed,1188904.00,59807.10,1129096.90,C0331,E047
O00943,SO000943,2026-05-10,Completed,303195.00,23730.30,279464.70,C0314,E038
O00944,SO000944,2025-01-29,Completed,979587.00,131014.75,848572.25,C0471,E050
O00945,SO000945,2025-03-23,Delivered,416613.00,29729.45,386883.55,C0124,E023
O00946,SO000946,2025-09-20,Completed,640571.00,50678.10,589892.90,C0234,E026
O00947,SO000947,2025-10-25,Completed,1083263.00,168255.45,915007.55,C0266,E032
O00948,SO000948,2025-01-01,Cancelled,495122.00,10730.40,484391.60,C0001,E020
O00949,SO000949,2025-07-06,Completed,178992.00,8949.60,170042.40,C0216,E029
O00950,SO000950,2025-04-01,Completed,840346.00,29042.35,811303.65,C0462,E031
O00951,SO000951,2025-01-10,Pending,221964.00,44392.80,177571.20,C0141,E009
O00952,SO000952,2025-03-08,Pending,665178.00,91867.20,573310.80,C0226,E033
O00953,SO000953,2025-03-12,Delivered,493458.00,67537.20,425920.80,C0294,E046
O00954,SO000954,2025-09-08,Completed,684100.00,47541.40,636558.60,C0446,E009
O00955,SO000955,2025-07-02,Completed,49760.00,4976.00,44784.00,C0078,E009
O00956,SO000956,2025-12-21,Completed,769570.00,15217.60,754352.40,C0288,E011
O00957,SO000957,2025-08-19,Completed,1027170.00,139516.50,887653.50,C0235,E035
O00958,SO000958,2026-04-15,Pending,146499.00,21974.85,124524.15,C0245,E044
O00959,SO000959,2025-03-21,Delivered,155519.00,2899.00,152620.00,C0135,E039
O00960,SO000960,2025-11-13,Cancelled,1143766.00,50444.30,1093321.70,C0431,E037
O00961,SO000961,2025-01-24,Cancelled,141148.00,0.00,141148.00,C0133,E027
O00962,SO000962,2025-01-16,Completed,67486.00,3374.30,64111.70,C0036,E050
O00963,SO000963,2025-11-03,Pending,1930895.00,151444.30,1779450.70,C0336,E025
O00964,SO000964,2025-05-03,Pending,1451704.00,147638.05,1304065.95,C0171,E021
O00965,SO000965,2026-02-06,Delivered,442854.00,22142.70,420711.30,C0063,E024
O00966,SO000966,2025-01-12,Pending,50616.00,5061.60,45554.40,C0058,E034
O00967,SO000967,2025-09-18,Completed,430619.00,21530.95,409088.05,C0386,E019
O00968,SO000968,2026-05-02,Cancelled,1137891.00,129275.00,1008616.00,C0350,E038
O00969,SO000969,2026-04-07,Cancelled,690501.00,51701.85,638799.15,C0259,E018
O00970,SO000970,2026-05-06,Cancelled,664562.00,89742.60,574819.40,C0178,E011
O00971,SO000971,2026-05-14,Completed,932346.00,79648.55,852697.45,C0486,E006
O00972,SO000972,2025-03-18,Cancelled,1464836.00,90345.95,1374490.05,C0301,E049
O00973,SO000973,2026-05-05,Completed,236274.00,41203.20,195070.80,C0210,E016
O00974,SO000974,2025-04-30,Pending,422156.00,42215.60,379940.40,C0131,E045
O00975,SO000975,2025-06-27,Completed,553008.00,76284.00,476724.00,C0241,E039
O00976,SO000976,2025-04-15,Delivered,758704.00,31179.50,727524.50,C0101,E032
O00977,SO000977,2025-02-19,Completed,238825.00,47765.00,191060.00,C0490,E026
O00978,SO000978,2025-12-01,Completed,249205.00,49841.00,199364.00,C0274,E033
O00979,SO000979,2026-06-21,Delivered,153228.00,7661.40,145566.60,C0198,E047
O00980,SO000980,2025-12-07,Cancelled,346860.00,61353.00,285507.00,C0031,E022
O00981,SO000981,2025-12-02,Completed,730592.00,109588.80,621003.20,C0090,E001
O00982,SO000982,2026-06-26,Completed,352551.00,24132.45,328418.55,C0386,E011
O00983,SO000983,2025-09-12,Completed,417462.00,69639.50,347822.50,C0182,E050
O00984,SO000984,2025-09-19,Completed,452595.00,61300.10,391294.90,C0413,E035
O00985,SO000985,2025-10-09,Delivered,142526.00,10219.80,132306.20,C0146,E005
O00986,SO000986,2026-04-01,Completed,796013.00,110739.40,685273.60,C0151,E030
O00987,SO000987,2026-02-16,Completed,923213.00,136389.00,786824.00,C0052,E027
O00988,SO000988,2026-05-20,Completed,37597.00,3759.70,33837.30,C0402,E036
O00989,SO000989,2026-06-17,Cancelled,54252.00,5425.20,48826.80,C0410,E002
O00990,SO000990,2025-01-30,Pending,1692100.00,180423.90,1511676.10,C0198,E027
O00991,SO000991,2025-08-06,Completed,130806.00,7744.80,123061.20,C0052,E028
O00992,SO000992,2026-04-02,Cancelled,885018.00,156120.00,728898.00,C0385,E020
O00993,SO000993,2025-07-06,Completed,1066857.00,120734.90,946122.10,C0346,E022
O00994,SO000994,2025-08-23,Completed,815535.00,148764.80,666770.20,C0032,E032
O00995,SO000995,2025-01-27,Completed,447498.00,22374.90,425123.10,C0338,E026
O00996,SO000996,2026-03-08,Cancelled,973937.00,128622.50,845314.50,C0327,E045
O00997,SO000997,2026-01-19,Completed,795211.00,69730.40,725480.60,C0483,E027
O00998,SO000998,2026-05-19,Completed,1105170.00,160093.50,945076.50,C0030,E036
