ID,order_ID,product_ID,quantity,sellingPrice,discount,lineAmount
I002347,O00786,P0070,10,38307,0,383070.00
I002348,O00786,P0013,3,16028,0,48084.00
I002349,O00787,P0090,6,33743,10,182212.20
I002350,O00787,P0036,1,48983,10,44084.70
I002351,O00787,P0064,8,36237,0,289896.00
I002352,O00787,P0047,3,48530,5,138310.50
I002353,O00788,P0015,9,46486,5,397455.30
I002354,O00788,P0058,4,16575,10,59670.00
I002355,O00788,P0008,5,57417,0,287085.00
I002356,O00789,P0010,3,47717,15,121678.35
I002357,O00789,P0058,10,16575,5,157462.50
I002358,O00789,P0094,5,35256,10,158652.00
I002359,O00789,P0080,8,25147,10,181058.40
I002360,O00789,P0064,10,36237,15,308014.50
I002361,O00790,P0001,2,45925,5,87257.50
I002362,O00790,P0045,10,49014,15,416619.00
I002363,O00790,P0043,7,53045,10,334183.50
I002364,O00790,P0011,5,14495,5,68851.25
I002365,O00790,P0047,10,48530,20,388240.00
I002366,O00791,P0054,4,25752,10,92707.20
I002367,O00791,P0020,10,60579,5,575500.50
I002368,O00791,P0077,7,8655,0,60585.00
I002369,O00791,P0039,1,13519,0,13519.00
I002370,O00791,P0054,5,25752,0,128760.00
I002371,O00792,P0012,4,28291,10,101847.60
I002372,O00792,P0061,8,24793,20,158675.20
I002373,O00793,P0069,1,32580,10,29322.00
I002374,O00794,P0016,2,39719,20,63550.40
I002375,O00794,P0039,5,13519,5,64215.25
I002376,O00794,P0085,7,51626,0,361382.00
I002377,O00795,P0025,2,9681,20,15489.60
I002378,O00796,P0069,2,32580,15,55386.00
I002379,O00796,P0070,1,38307,10,34476.30
I002380,O00796,P0028,6,31151,5,177560.70
I002381,O00796,P0014,7,22374,10,140956.20
I002382,O00796,P0062,5,33323,20,133292.00
I002383,O00797,P0069,7,32580,20,182448.00
I002384,O00798,P0046,8,29632,5,225203.20
I002385,O00798,P0001,3,45925,20,110220.00
I002386,O00798,P0043,7,53045,15,315617.75
I002387,O00798,P0013,1,16028,15,13623.80
I002388,O00798,P0019,8,50966,15,346568.80
I002389,O00799,P0059,1,27604,0,27604.00
I002390,O00799,P0042,6,61517,20,295281.60
I002391,O00799,P0096,10,42139,10,379251.00
I002392,O00799,P0031,6,47765,10,257931.00
I002393,O00800,P0069,4,32580,15,110772.00
I002394,O00800,P0073,3,35536,10,95947.20
I002395,O00800,P0078,3,9952,5,28363.20
I002396,O00800,P0001,10,45925,20,367400.00
I002397,O00801,P0040,1,22405,0,22405.00
I002398,O00802,P0063,6,33341,0,200046.00
I002399,O00802,P0094,4,35256,10,126921.60
I002400,O00803,P0071,4,38269,0,153076.00
I002401,O00803,P0015,10,46486,10,418374.00
I002402,O00803,P0026,2,43366,0,86732.00
I002403,O00803,P0059,9,27604,10,223592.40
I002404,O00803,P0046,8,29632,15,201497.60
I002405,O00804,P0021,2,61837,15,105122.90
I002406,O00804,P0098,4,13062,20,41798.40
I002407,O00804,P0095,3,35691,5,101719.35
I002408,O00804,P0085,1,51626,20,41300.80
I002409,O00804,P0032,9,45113,10,365415.30
I002410,O00805,P0083,2,24478,0,48956.00
I002411,O00805,P0032,2,45113,0,90226.00
I002412,O00805,P0097,6,36994,20,177571.20
I002413,O00806,P0008,9,57417,0,516753.00
I002414,O00806,P0024,5,28494,0,142470.00
I002415,O00806,P0034,7,52301,5,347801.65
I002416,O00806,P0031,3,47765,0,143295.00
I002417,O00807,P0016,4,39719,20,127100.80
I002418,O00807,P0037,2,34307,5,65183.30
I002419,O00808,P0072,7,47942,20,268475.20
I002420,O00808,P0079,6,49546,10,267548.40
I002421,O00808,P0006,4,42495,0,169980.00
I002422,O00809,P0091,5,60565,10,272542.50
I002423,O00809,P0005,5,5624,0,28120.00
I002424,O00810,P0062,4,33323,5,126627.40
I002425,O00811,P0010,10,47717,0,477170.00
I002426,O00811,P0093,9,46962,5,401525.10
I002427,O00811,P0019,1,50966,5,48417.70
I002428,O00811,P0068,8,47879,5,363880.40
I002429,O00812,P0017,8,51525,20,329760.00
I002430,O00813,P0086,4,13893,0,55572.00
I002431,O00813,P0034,8,52301,0,418408.00
I002432,O00813,P0001,10,45925,15,390362.50
I002433,O00813,P0012,7,28291,10,178233.30
I002434,O00813,P0082,1,51263,20,41010.40
I002435,O00814,P0058,3,16575,10,44752.50
I002436,O00814,P0057,5,42897,0,214485.00
I002437,O00814,P0095,8,35691,5,271251.60
I002438,O00814,P0014,8,22374,20,143193.60
I002439,O00815,P0029,9,39973,0,359757.00
I002440,O00815,P0037,1,34307,15,29160.95
I002441,O00815,P0032,5,45113,15,191730.25
I002442,O00815,P0098,4,13062,5,49635.60
I002443,O00816,P0075,10,10086,20,80688.00
I002444,O00816,P0066,9,12374,20,89092.80
I002445,O00816,P0060,9,48833,15,373572.45
I002446,O00816,P0006,8,42495,5,322962.00
I002447,O00817,P0043,3,53045,0,159135.00
I002448,O00818,P0027,2,35875,5,68162.50
I002449,O00818,P0059,5,27604,5,131119.00
I002450,O00818,P0009,3,52209,5,148795.65
I002451,O00818,P0029,2,39973,15,67954.10
I002452,O00819,P0028,1,31151,5,29593.45
I002453,O00819,P0015,2,46486,15,79026.20
I002454,O00819,P0015,7,46486,0,325402.00
I002455,O00819,P0001,7,45925,15,273253.75
I002456,O00820,P0060,5,48833,5,231956.75
I002457,O00820,P0086,4,13893,20,44457.60
I002458,O00821,P0090,8,33743,15,229452.40
I002459,O00821,P0019,1,50966,5,48417.70
I002460,O00822,P0084,1,20164,20,16131.20
I002461,O00822,P0043,9,53045,10,429664.50
I002462,O00822,P0017,7,51525,20,288540.00
I002463,O00822,P0086,2,13893,15,23618.10
I002464,O00823,P0077,3,8655,10,23368.50
I002465,O00823,P0088,4,49841,20,159491.20
I002466,O00823,P0083,5,24478,20,97912.00
I002467,O00823,P0037,3,34307,20,82336.80
I002468,O00824,P0085,2,51626,20,82601.60
I002469,O00824,P0090,9,33743,20,242949.60
I002470,O00824,P0029,5,39973,20,159892.00
I002471,O00824,P0017,2,51525,10,92745.00
I002472,O00824,P0094,1,35256,0,35256.00
I002473,O00825,P0065,4,38180,15,129812.00
I002474,O00825,P0016,7,39719,10,250229.70
I002475,O00825,P0083,6,24478,0,146868.00
I002476,O00826,P0050,2,55567,15,94463.90
I002477,O00826,P0013,1,16028,10,14425.20
I002478,O00827,P0097,2,36994,5,70288.60
I002479,O00827,P0003,4,64507,15,219323.80
I002480,O00827,P0080,10,25147,10,226323.00
I002481,O00827,P0047,8,48530,0,388240.00
I002482,O00827,P0009,5,52209,10,234940.50
I002483,O00828,P0055,6,37597,0,225582.00
I002484,O00828,P0093,7,46962,5,312297.30
I002485,O00828,P0002,9,31080,0,279720.00
I002486,O00829,P0088,5,49841,15,211824.25
I002487,O00830,P0012,9,28291,15,216426.15
I002488,O00830,P0082,5,51263,20,205052.00
I002489,O00831,P0074,8,25591,5,194491.60
I002490,O00831,P0089,2,20493,5,38936.70
I002491,O00831,P0047,1,48530,15,41250.50
I002492,O00832,P0024,3,28494,0,85482.00
I002493,O00832,P0001,1,45925,20,36740.00
I002494,O00832,P0032,3,45113,5,128572.05
I002495,O00832,P0034,2,52301,5,99371.90
I002496,O00832,P0097,7,36994,15,220114.30
I002497,O00833,P0051,5,21836,20,87344.00
I002498,O00834,P0066,2,12374,0,24748.00
I002499,O00834,P0054,8,25752,5,195715.20
I002500,O00834,P0016,3,39719,10,107241.30
I002501,O00834,P0034,2,52301,0,104602.00
I002502,O00834,P0013,1,16028,20,12822.40
I002503,O00835,P0072,2,47942,20,76707.20
I002504,O00835,P0049,7,60308,5,401048.20
I002505,O00836,P0012,5,28291,20,113164.00
I002506,O00836,P0094,3,35256,20,84614.40
I002507,O00836,P0065,4,38180,5,145084.00
I002508,O00837,P0070,3,38307,0,114921.00
I002509,O00837,P0061,4,24793,0,99172.00
I002510,O00837,P0024,2,28494,15,48439.80
I002511,O00838,P0041,10,26259,5,249460.50
I002512,O00838,P0086,4,13893,0,55572.00
I002513,O00838,P0097,4,36994,0,147976.00
I002514,O00839,P0007,8,19610,0,156880.00
I002515,O00839,P0039,7,13519,5,89901.35
I002516,O00839,P0025,5,9681,5,45984.75
I002517,O00839,P0083,6,24478,0,146868.00
I002518,O00839,P0055,7,37597,0,263179.00
I002519,O00840,P0088,9,49841,20,358855.20
I002520,O00840,P0037,2,34307,0,68614.00
I002521,O00841,P0008,3,57417,10,155025.90
I002522,O00841,P0100,5,17786,15,75590.50
I002523,O00841,P0076,6,15519,10,83802.60
I002524,O00841,P0061,10,24793,20,198344.00
I002525,O00842,P0071,3,38269,15,97585.95
I002526,O00843,P0080,8,25147,20,160940.80
I002527,O00843,P0063,9,33341,10,270062.10
I002528,O00843,P0070,10,38307,0,383070.00
I002529,O00844,P0083,5,24478,5,116270.50
I002530,O00844,P0009,3,52209,5,148795.65
I002531,O00845,P0023,1,55725,20,44580.00
I002532,O00845,P0056,10,42380,20,339040.00
I002533,O00845,P0075,7,10086,0,70602.00
I002534,O00845,P0069,8,32580,15,221544.00
I002535,O00846,P0036,5,48983,10,220423.50
I002536,O00846,P0081,8,14513,5,110298.80
I002537,O00846,P0007,10,19610,15,166685.00
I002538,O00846,P0002,2,31080,0,62160.00
I002539,O00846,P0022,1,13413,0,13413.00
I002540,O00847,P0017,6,51525,5,293692.50
I002541,O00847,P0046,9,29632,10,240019.20
I002542,O00847,P0078,6,9952,0,59712.00
I002543,O00847,P0023,5,55725,0,278625.00
I002544,O00847,P0069,5,32580,10,146610.00
I002545,O00848,P0100,4,17786,0,71144.00
I002546,O00849,P0092,9,10982,0,98838.00
I002547,O00849,P0023,6,55725,20,267480.00
I002548,O00849,P0040,5,22405,0,112025.00
I002549,O00850,P0042,2,61517,20,98427.20
I002550,O00850,P0055,7,37597,10,236861.10
I002551,O00850,P0083,1,24478,10,22030.20
I002552,O00850,P0044,10,37026,20,296208.00
I002553,O00851,P0100,8,17786,20,113830.40
I002554,O00851,P0048,10,37447,10,337023.00
I002555,O00852,P0036,1,48983,0,48983.00
I002556,O00852,P0062,3,33323,10,89972.10
I002557,O00853,P0059,4,27604,20,88332.80
I002558,O00853,P0017,1,51525,5,48948.75
I002559,O00853,P0043,4,53045,10,190962.00
I002560,O00853,P0055,6,37597,0,225582.00
I002561,O00854,P0084,5,20164,0,100820.00
I002562,O00854,P0055,5,37597,20,150388.00
I002563,O00854,P0017,2,51525,10,92745.00
I002564,O00854,P0051,10,21836,10,196524.00
I002565,O00855,P0009,8,52209,5,396788.40
I002566,O00855,P0045,3,49014,0,147042.00
I002567,O00855,P0088,4,49841,15,169459.40
I002568,O00855,P0077,8,8655,5,65778.00
I002569,O00856,P0090,5,33743,20,134972.00
I002570,O00856,P0007,2,19610,15,33337.00
I002571,O00856,P0018,1,28628,20,22902.40
I002572,O00856,P0038,5,41524,10,186858.00
I002573,O00857,P0016,10,39719,5,377330.50
I002574,O00857,P0096,2,42139,5,80064.10
I002575,O00857,P0098,10,13062,5,124089.00
I002576,O00857,P0020,8,60579,10,436168.80
I002577,O00858,P0055,2,37597,15,63914.90
I002578,O00858,P0048,2,37447,10,67404.60
I002579,O00858,P0093,8,46962,15,319341.60
I002580,O00858,P0094,6,35256,20,169228.80
I002581,O00859,P0098,5,13062,10,58779.00
I002582,O00859,P0100,2,17786,15,30236.20
I002583,O00859,P0034,7,52301,0,366107.00
I002584,O00860,P0019,6,50966,5,290506.20
I002585,O00861,P0045,3,49014,0,147042.00
I002586,O00861,P0092,7,10982,20,61499.20
I002587,O00862,P0092,4,10982,5,41731.60
I002588,O00862,P0062,5,33323,15,141622.75
I002589,O00862,P0064,3,36237,20,86968.80
I002590,O00862,P0071,3,38269,15,97585.95
I002591,O00862,P0090,2,33743,10,60737.40
I002592,O00863,P0015,8,46486,5,353293.60
I002593,O00863,P0022,9,13413,20,96573.60
I002594,O00863,P0030,4,38698,0,154792.00
I002595,O00863,P0010,7,47717,15,283916.15
I002596,O00864,P0072,1,47942,0,47942.00
I002597,O00864,P0028,7,31151,20,174445.60
I002598,O00864,P0100,10,17786,15,151181.00
I002599,O00865,P0055,2,37597,15,63914.90
I002600,O00865,P0041,10,26259,10,236331.00
I002601,O00866,P0041,3,26259,5,74838.15
I002602,O00866,P0037,7,34307,15,204126.65
I002603,O00866,P0023,6,55725,0,334350.00
I002604,O00866,P0014,1,22374,15,19017.90
I002605,O00867,P0082,9,51263,5,438298.65
I002606,O00867,P0022,5,13413,20,53652.00
I002607,O00867,P0084,3,20164,10,54442.80
I002608,O00867,P0089,6,20493,15,104514.30
I002609,O00868,P0005,5,5624,15,23902.00
I002610,O00868,P0032,6,45113,0,270678.00
I002611,O00869,P0015,2,46486,10,83674.80
I002612,O00869,P0061,3,24793,20,59503.20
I002613,O00869,P0068,8,47879,20,306425.60
I002614,O00869,P0074,3,25591,20,61418.40
I002615,O00870,P0031,1,47765,5,45376.75
I002616,O00870,P0035,9,13563,0,122067.00
I002617,O00870,P0095,8,35691,0,285528.00
I002618,O00870,P0040,2,22405,15,38088.50
I002619,O00871,P0075,2,10086,10,18154.80
I002620,O00871,P0038,6,41524,5,236686.80
I002621,O00871,P0024,8,28494,15,193759.20
I002622,O00871,P0056,9,42380,15,324207.00
I002623,O00871,P0096,5,42139,15,179090.75
I002624,O00872,P0100,1,17786,0,17786.00
I002625,O00872,P0095,1,35691,15,30337.35
I002626,O00872,P0084,4,20164,10,72590.40
I002627,O00872,P0050,3,55567,20,133360.80
I002628,O00872,P0086,3,13893,20,33343.20
I002629,O00873,P0080,1,25147,0,25147.00
I002630,O00873,P0048,1,37447,10,33702.30
I002631,O00873,P0084,2,20164,15,34278.80
I002632,O00874,P0013,10,16028,5,152266.00
I002633,O00874,P0097,4,36994,5,140577.20
I002634,O00874,P0035,10,13563,20,108504.00
I002635,O00874,P0028,2,31151,15,52956.70
I002636,O00875,P0052,2,28616,0,57232.00
I002637,O00875,P0023,2,55725,15,94732.50
I002638,O00875,P0098,6,13062,15,66616.20
I002639,O00876,P0088,2,49841,5,94697.90
I002640,O00876,P0081,6,14513,5,82724.10
I002641,O00876,P0035,1,13563,15,11528.55
I002642,O00877,P0012,2,28291,15,48094.70
I002643,O00877,P0020,9,60579,0,545211.00
I002644,O00878,P0015,7,46486,10,292861.80
I002645,O00878,P0051,4,21836,0,87344.00
I002646,O00879,P0068,9,47879,5,409365.45
I002647,O00879,P0068,6,47879,0,287274.00
I002648,O00879,P0048,5,37447,20,149788.00
I002649,O00879,P0028,7,31151,15,185348.45
I002650,O00880,P0040,2,22405,0,44810.00
I002651,O00881,P0090,2,33743,15,57363.10
I002652,O00882,P0060,5,48833,10,219748.50
I002653,O00882,P0074,9,25591,0,230319.00
I002654,O00883,P0068,8,47879,5,363880.40
I002655,O00883,P0041,5,26259,10,118165.50
I002656,O00883,P0036,6,48983,5,279203.10
I002657,O00883,P0055,6,37597,10,203023.80
I002658,O00883,P0026,1,43366,10,39029.40
I002659,O00884,P0001,3,45925,10,123997.50
I002660,O00884,P0013,7,16028,10,100976.40
I002661,O00884,P0075,7,10086,0,70602.00
I002662,O00884,P0046,1,29632,5,28150.40
I002663,O00885,P0095,10,35691,15,303373.50
I002664,O00886,P0028,8,31151,10,224287.20
I002665,O00886,P0024,8,28494,20,182361.60
I002666,O00887,P0099,1,53479,15,45457.15
I002667,O00887,P0092,3,10982,10,29651.40
I002668,O00887,P0072,10,47942,10,431478.00
I002669,O00887,P0067,5,29020,20,116080.00
I002670,O00887,P0053,10,9266,0,92660.00
I002671,O00888,P0016,10,39719,10,357471.00
I002672,O00889,P0091,4,60565,15,205921.00
I002673,O00890,P0035,3,13563,0,40689.00
I002674,O00891,P0072,1,47942,5,45544.90
I002675,O00892,P0012,10,28291,15,240473.50
I002676,O00892,P0066,4,12374,10,44546.40
I002677,O00893,P0057,1,42897,10,38607.30
I002678,O00893,P0096,4,42139,10,151700.40
I002679,O00893,P0047,10,48530,15,412505.00
I002680,O00894,P0075,5,10086,0,50430.00
I002681,O00894,P0085,3,51626,0,154878.00
I002682,O00895,P0022,4,13413,20,42921.60
I002683,O00895,P0080,6,25147,20,120705.60
I002684,O00895,P0006,10,42495,0,424950.00
I002685,O00895,P0031,6,47765,20,229272.00
I002686,O00896,P0038,7,41524,10,261601.20
I002687,O00897,P0091,4,60565,20,193808.00
I002688,O00898,P0090,1,33743,5,32055.85
I002689,O00898,P0069,3,32580,20,78192.00
I002690,O00899,P0050,2,55567,15,94463.90
I002691,O00900,P0089,2,20493,15,34838.10
I002692,O00900,P0082,3,51263,5,146099.55
I002693,O00900,P0087,3,49638,10,134022.60
I002694,O00900,P0088,8,49841,5,378791.60
I002695,O00901,P0093,9,46962,20,338126.40
I002696,O00902,P0076,7,15519,10,97769.70
I002697,O00902,P0097,9,36994,10,299651.40
I002698,O00902,P0007,4,19610,20,62752.00
I002699,O00902,P0093,2,46962,10,84531.60
I002700,O00902,P0084,2,20164,10,36295.20
I002701,O00903,P0039,2,13519,20,21630.40
I002702,O00903,P0077,7,8655,0,60585.00
I002703,O00904,P0033,5,50105,10,225472.50
I002704,O00904,P0031,6,47765,10,257931.00
I002705,O00904,P0057,3,42897,20,102952.80
I002706,O00905,P0056,7,42380,0,296660.00
I002707,O00906,P0005,9,5624,20,40492.80
I002708,O00906,P0021,7,61837,20,346287.20
I002709,O00906,P0001,3,45925,5,130886.25
I002710,O00906,P0041,5,26259,0,131295.00
I002711,O00906,P0028,10,31151,20,249208.00
I002712,O00907,P0085,4,51626,15,175528.40
I002713,O00907,P0035,7,13563,10,85446.90
I002714,O00907,P0058,2,16575,0,33150.00
I002715,O00908,P0012,10,28291,15,240473.50
I002716,O00908,P0094,9,35256,15,269708.40
I002717,O00908,P0014,1,22374,5,21255.30
I002718,O00909,P0095,6,35691,10,192731.40
I002719,O00909,P0085,4,51626,10,185853.60
I002720,O00909,P0092,7,10982,20,61499.20
I002721,O00909,P0067,4,29020,20,92864.00
I002722,O00909,P0090,10,33743,15,286815.50
I002723,O00910,P0081,10,14513,10,130617.00
I002724,O00910,P0067,6,29020,0,174120.00
I002725,O00910,P0047,5,48530,5,230517.50
I002726,O00910,P0087,5,49638,15,210961.50
I002727,O00911,P0020,8,60579,20,387705.60
I002728,O00911,P0012,8,28291,0,226328.00
I002729,O00911,P0034,4,52301,10,188283.60
I002730,O00911,P0077,1,8655,20,6924.00
I002731,O00912,P0087,5,49638,20,198552.00
I002732,O00912,P0015,4,46486,15,158052.40
I002733,O00912,P0069,1,32580,15,27693.00
I002734,O00913,P0005,5,5624,15,23902.00
I002735,O00913,P0100,6,17786,0,106716.00
I002736,O00913,P0095,1,35691,20,28552.80
I002737,O00913,P0026,6,43366,20,208156.80
I002738,O00914,P0047,5,48530,20,194120.00
I002739,O00914,P0039,10,13519,5,128430.50
I002740,O00915,P0023,2,55725,15,94732.50
I002741,O00915,P0017,9,51525,5,440538.75
I002742,O00915,P0061,10,24793,15,210740.50
I002743,O00916,P0059,2,27604,5,52447.60
I002744,O00916,P0073,3,35536,20,85286.40
I002745,O00917,P0097,2,36994,20,59190.40
I002746,O00917,P0098,1,13062,5,12408.90
I002747,O00918,P0027,7,35875,5,238568.75
I002748,O00918,P0031,5,47765,20,191060.00
I002749,O00918,P0087,5,49638,15,210961.50
I002750,O00918,P0033,4,50105,0,200420.00
I002751,O00919,P0050,7,55567,15,330623.65
I002752,O00919,P0062,9,33323,5,284911.65
I002753,O00920,P0046,8,29632,10,213350.40
I002754,O00920,P0040,7,22405,5,148993.25
I002755,O00920,P0025,10,9681,0,96810.00
I002756,O00920,P0068,2,47879,10,86182.20
I002757,O00920,P0081,2,14513,15,24672.10
I002758,O00921,P0059,10,27604,15,234634.00
I002759,O00921,P0064,7,36237,5,240976.05
I002760,O00922,P0021,3,61837,20,148408.80
I002761,O00922,P0012,9,28291,5,241888.05
I002762,O00922,P0099,2,53479,10,96262.20
I002763,O00922,P0001,7,45925,20,257180.00
I002764,O00922,P0007,10,19610,0,196100.00
I002765,O00923,P0030,7,38698,10,243797.40
I002766,O00923,P0008,8,57417,15,390435.60
I002767,O00923,P0091,10,60565,20,484520.00
I002768,O00923,P0016,4,39719,0,158876.00
I002769,O00924,P0086,1,13893,0,13893.00
I002770,O00924,P0016,9,39719,5,339597.45
I002771,O00924,P0012,2,28291,15,48094.70
I002772,O00925,P0051,1,21836,10,19652.40
I002773,O00926,P0087,5,49638,15,210961.50
I002774,O00926,P0088,4,49841,10,179427.60
I002775,O00926,P0007,8,19610,15,133348.00
I002776,O00926,P0076,2,15519,20,24830.40
I002777,O00927,P0062,9,33323,20,239925.60
I002778,O00927,P0026,6,43366,10,234176.40
I002779,O00927,P0060,8,48833,5,371130.80
I002780,O00927,P0039,9,13519,20,97336.80
I002781,O00928,P0083,8,24478,5,186032.80
I002782,O00928,P0082,9,51263,15,392161.95
I002783,O00928,P0041,9,26259,5,224514.45
I002784,O00928,P0022,10,13413,10,120717.00
I002785,O00928,P0002,10,31080,15,264180.00
I002786,O00929,P0052,7,28616,0,200312.00
I002787,O00929,P0062,6,33323,10,179944.20
I002788,O00929,P0019,5,50966,15,216605.50
I002789,O00929,P0042,3,61517,5,175323.45
I002790,O00930,P0019,1,50966,20,40772.80
I002791,O00930,P0066,7,12374,20,69294.40
I002792,O00930,P0073,7,35536,5,236314.40
I002793,O00930,P0033,1,50105,10,45094.50
I002794,O00931,P0069,6,32580,5,185706.00
I002795,O00932,P0064,5,36237,0,181185.00
I002796,O00933,P0093,9,46962,20,338126.40
I002797,O00933,P0057,4,42897,0,171588.00
I002798,O00934,P0054,8,25752,15,175113.60
I002799,O00934,P0004,3,59538,15,151821.90
I002800,O00935,P0051,2,21836,15,37121.20
I002801,O00935,P0097,9,36994,0,332946.00
I002802,O00935,P0031,1,47765,5,45376.75
I002803,O00935,P0098,4,13062,5,49635.60
I002804,O00935,P0021,6,61837,0,371022.00
I002805,O00936,P0047,4,48530,5,184414.00
I002806,O00936,P0061,5,24793,10,111568.50
I002807,O00936,P0097,9,36994,15,283004.10
I002808,O00936,P0016,8,39719,5,301864.40
I002809,O00936,P0022,7,13413,10,84501.90
I002810,O00937,P0026,3,43366,0,130098.00
I002811,O00937,P0029,1,39973,5,37974.35
I002812,O00938,P0016,3,39719,15,101283.45
I002813,O00938,P0014,2,22374,5,42510.60
I002814,O00938,P0100,3,17786,5,50690.10
I002815,O00938,P0036,1,48983,5,46533.85
I002816,O00939,P0001,1,45925,5,43628.75
I002817,O00940,P0093,7,46962,10,295860.60
I002818,O00940,P0020,7,60579,0,424053.00
I002819,O00940,P0017,8,51525,0,412200.00
I002820,O00941,P0082,3,51263,5,146099.55
I002821,O00941,P0068,6,47879,0,287274.00
I002822,O00941,P0052,6,28616,15,145941.60
I002823,O00941,P0022,4,13413,10,48286.80
I002824,O00941,P0017,6,51525,15,262777.50
I002825,O00942,P0043,8,53045,0,424360.00
I002826,O00942,P0055,6,37597,10,203023.80
I002827,O00942,P0097,9,36994,5,316298.70
I002828,O00942,P0054,8,25752,10,185414.40
I002829,O00943,P0092,6,10982,0,65892.00
I002830,O00943,P0014,10,22374,10,201366.00
I002831,O00943,P0035,1,13563,10,12206.70
I002832,O00944,P0067,2,29020,15,49334.00
I002833,O00944,P0080,10,25147,10,226323.00
I002834,O00944,P0054,3,25752,20,61804.80
I002835,O00944,P0013,9,16028,10,129826.80
I002836,O00944,P0088,9,49841,15,381283.65
I002837,O00945,P0003,2,64507,10,116112.60
I002838,O00945,P0007,8,19610,0,156880.00
I002839,O00945,P0053,3,9266,5,26408.10
I002840,O00945,P0037,3,34307,15,87482.85
I002841,O00946,P0094,6,35256,10,190382.40
I002842,O00946,P0041,5,26259,20,105036.00
I002843,O00946,P0098,5,13062,5,62044.50
I002844,O00946,P0015,5,46486,0,232430.00
I002845,O00947,P0002,10,31080,20,248640.00
I002846,O00947,P0069,6,32580,10,175932.00
I002847,O00947,P0055,2,37597,15,63914.90
I002848,O00947,P0034,9,52301,15,400102.65
I002849,O00947,P0002,1,31080,15,26418.00
I002850,O00948,P0046,9,29632,0,266688.00
I002851,O00948,P0022,8,13413,10,96573.60
I002852,O00948,P0091,2,60565,0,121130.00
I002853,O00949,P0014,8,22374,5,170042.40
I002854,O00950,P0067,4,29020,5,110276.00
I002855,O00950,P0036,3,48983,5,139601.55
I002856,O00950,P0042,2,61517,10,110730.60
I002857,O00950,P0027,1,35875,10,32287.50
I002858,O00950,P0034,8,52301,0,418408.00
I002859,O00951,P0097,6,36994,20,177571.20
I002860,O00952,P0037,6,34307,0,205842.00
I002861,O00952,P0008,8,57417,20,367468.80
I002862,O00953,P0049,6,60308,15,307570.80
I002863,O00953,P0058,4,16575,20,53040.00
I002864,O00953,P0098,5,13062,0,65310.00
I002865,O00954,P0100,2,17786,5,33793.40
I002866,O00954,P0065,10,38180,5,362710.00
I002867,O00954,P0063,8,33341,10,240055.20
I002868,O00955,P0078,5,9952,10,44784.00
I002869,O00956,P0049,10,60308,0,603080.00
I002870,O00956,P0014,2,22374,10,40273.20
I002871,O00956,P0018,1,28628,5,27196.60
I002872,O00956,P0076,6,15519,10,83802.60
I002873,O00957,P0001,2,45925,15,78072.50
I002874,O00957,P0006,3,42495,15,108362.25
I002875,O00957,P0047,2,48530,0,97060.00
I002876,O00957,P0003,5,64507,15,274154.75
I002877,O00957,P0047,8,48530,15,330004.00
I002878,O00958,P0060,3,48833,15,124524.15
I002879,O00959,P0094,4,35256,0,141024.00
I002880,O00959,P0011,1,14495,20,11596.00
I002881,O00960,P0038,4,41524,20,132876.80
I002882,O00960,P0008,6,57417,5,327276.90
I002883,O00960,P0044,3,37026,0,111078.00
I002884,O00960,P0009,10,52209,0,522090.00
I002885,O00961,P0084,7,20164,0,141148.00
I002886,O00962,P0090,2,33743,5,64111.70
I002887,O00963,P0023,6,55725,10,300915.00
I002888,O00963,P0087,9,49638,15,379730.70
I002889,O00963,P0055,8,37597,10,270698.40
I002890,O00963,P0042,7,61517,0,430619.00
I002891,O00963,P0034,8,52301,5,397487.60
I002892,O00964,P0003,5,64507,5,306408.25
I002893,O00964,P0046,9,29632,10,240019.20
I002894,O00964,P0028,6,31151,10,168215.40
I002895,O00964,P0090,9,33743,10,273318.30
I002896,O00964,P0015,8,46486,15,316104.80
I002897,O00965,P0054,7,25752,5,171250.80
I002898,O00965,P0041,10,26259,5,249460.50
I002899,O00966,P0005,9,5624,10,45554.40
I002900,O00967,P0042,7,61517,5,409088.05
I002901,O00968,P0045,2,49014,5,93126.60
I002902,O00968,P0081,8,14513,15,98688.40
I002903,O00968,P0099,10,53479,20,427832.00
I002904,O00968,P0050,7,55567,0,388969.00
I002905,O00969,P0029,4,39973,5,151897.40
I002906,O00969,P0018,6,28628,15,146002.80
I002907,O00969,P0082,7,51263,5,340898.95
I002908,O00970,P0071,6,38269,20,183691.20
I002909,O00970,P0098,10,13062,10,117558.00
I002910,O00970,P0087,2,49638,0,99276.00
I002911,O00970,P0082,4,51263,15,174294.20
I002912,O00971,P0097,8,36994,15,251559.20
I002913,O00971,P0008,7,57417,0,401919.00
I002914,O00971,P0076,5,15519,5,73715.25
I002915,O00971,P0007,8,19610,20,125504.00
I002916,O00972,P0098,4,13062,20,41798.40
I002917,O00972,P0050,9,55567,5,475097.85
I002918,O00972,P0002,6,31080,0,186480.00
I002919,O00972,P0003,7,64507,0,451549.00
I002920,O00972,P0037,8,34307,20,219564.80
I002921,O00973,P0054,8,25752,20,164812.80
I002922,O00973,P0075,3,10086,0,30258.00
I002923,O00974,P0049,7,60308,10,379940.40
I002924,O00975,P0057,4,42897,0,171588.00
I002925,O00975,P0056,9,42380,20,305136.00
I002926,O00976,P0022,1,13413,5,12742.35
I002927,O00976,P0043,7,53045,0,371315.00
